UUID,Имя пользователя,Операционная система,Процессор,ОЗУ (ГБ),Разрешение экрана,Филиал
590f87bc-6d49-43a8-a8c5-3ef5476f76cf,DESKTOP-H8GOBFJ,Windows,"Intel64 Family 6 Model 94 Stepping 3, GenuineIntel",9.83,1920x1080,21
